text,category
Rajini Style maaa. Enna therikka vidalamaAAAAAAAAAA,Positive
Ithu kekka pakka kekka short film story,Negative
Ajith sir ra pidikkathavanga dislike pannuvanga athu padam Nella irruthalum Nella illattium,Mixed_feelings
Sarkar teaser kuu aparm pakaravanga yaruu,Mixed_feelings
90S kids - like 2K kids - comment,unknown_state
Pink remake bt Ajith is looking so damn handsome in it,Positive
படம் வெற்றியடைய எங்கள் சமூகத்தின் சார்பாக வாழ்த்துக்கள்,Positive
Climax la sema  Rajinified... Ithu 1996,Positive
Surya sir came with bang......Fab teaser,unknown_state
மணிரத்தினம் படம் பாக்கவே பயமா இருக்கு.ஒண்ணுமே புரியாது.2000 பசங்களுக்கு மணிரத்தினம் படம் புரிய மாட்டிங்குது.காற்று வெளியிடை ன்னு ஒரு படம் பாத்தேன்.பணம் வேஸ்ட்டு. யாராவது இந்த படம் நல்லா இருக்கான்னு சொல்லுங்க,Negative
mairu fans like here.....veri mairu aakadheenga da ....mooditu trailer pathutu ponga..,unknown_state
Iam Vijay fan..but surya Anna always mass,Positive
Joaquin Phoenix:: dei!! Ennada panni vachiirukinga!!,Negative
Surya and rakul preet ku fight ah??🤔,unknown_state
Chiyaan  semma   Love from kerala,Positive
ரஜினி சாரை பத்தி பேசினா மட்டும்தான் உங்க படத்துக்கு பிரமோஷனும் கிடைக்கும் அதனாலதான் நீங்க டிரைலர் கிண்டல் செய்றாங்க உங்களுக்கெல்லாம் வேற வேலையே இல்லை,unknown_state
Vera level jayam ravi sir block buster hit,Positive
Waiting for kaappaan .suriya fans like here,Positive
நாடோடி பார்க்க தியேட்டருக்கு ஓடோடி போரவங்க,Positive
The king of Indian cinema daw..vanga vanga,Positive
Enna da panni vachu erukinga...at the moment la mersel la vei kalaichutinga,Negative
Seeing comments... Ada paavingalaaa..  ivloo saathi erukaa  ... Nalla vella itha ellam nan paakama chennai la poranthann ...,Mixed_feelings
Aadukalam Vibes.. ASURAN NationalAward Material.. Thalivaa..,Positive
Vijay sethupathi ulla vandhu pottu pottunu podra scene 1.31 Maranama iruku,Positive
1k likes left for 200k likes,unknown_state
Mass marana mass dhanush Anna love you,Positive
"Tharamana padam from thalaivar, kartik suburaj & anirudh..ponggal'ku mathe padam lam konjom othingiru..odi pathingiru vararthu thalaivaru..",Positive
Draupathi nu peru vaikavey oru thillu venum..... verithanam....,Positive
யாரு படம் டா இது... குடிசை கொளுத்தி கொல்லி குடம் குரூப்பா.?  அசுரன் பார்த்து இன்னும் அழுகை நிக்கல போல கதறல் ஓவரா இருக்கு.,Positive
Thala i love  you  semmaya irukku Trailer 🤩🤩,Positive
ரஜினியை ஏமாற்றிய முருகதாஸ்  உண்மை பின்னணி :,Mixed_feelings
Bad man padatha pathuruparu pola director,Positive
படம் வருமா இவ்ளோ வோய்லண்ட் டா இருக்கு,unknown_state
இந்தப் படத்தை விரும்பாதவர்கள்  பொறாமை பிடித்தவர்கள்,Negative
Romba nal aparam oru sirapana trailer,Positive
dei ithu amma nu sonna... appa(Karuns) kooda namba maatar... Biopic nu solli pei padam eduthurathenga da... erkanave edapady dead body ah than irukan... neenga en first namma sasi ku oru biopic eduthutu amma ku eduka koodathu..,Negative
வருடத்துக்கு இரண்டு முறையாவது இந்த மாதிரி படங்களை எடுங்கள். அப்பத்தான் நமது வீட்டுப் பெண்களின் மனநிலை மாறும்,unknown_state
Ajith kumar fan like here,Positive
"Anna una beat pana yevanalayum mudiyathu anna. . ne than yepavum mass love u ""VIJAY"" anna.. by SURYA rasigan karthick..",Positive
Enaku romba pudicha movie #Ayan athukappuro #kaappaan tha,Positive
We're. Gonna see vera level. Thala,Positive
Maybe newgen  Sillunu oru kadhal ?,unknown_state
Yaarlam indha short film paathurukinga? Oru like ah podunga pha....,unknown_state
Ajith sir in veru patta nadipu.vera leval,Positive
Robo Shankar fans like ah thattunga...,Positive
Massssssssssssssssss da flam ku I am waiting,Positive
Verithanama iruku suriya anna yuvan bgm vera leval selva sir unngala romba romba tamil cinema miss pannuthu sir,Positive
Trailer pathale therithu...padam mattiya irukum nu,Negative
சிறந்த    செய்க இனிமே தான் இருக்கு,Positive
marning eluntha undan nera nkp trailer parka vantha angaali pangaali ellaam oru like podunga,Positive
Thalaivar dharisanam   Pakkka mass 🤘🤘,Positive
Super man and Batman movie Mari iruku,Positive
How many people kamala video song waiting?,unknown_state
Yuvan bgm  mass. By arr fan,Positive
"Ji , Aegan , Asal , Paramasivan , Veeram , vedhalam , vivegam , indha varisaiyil Nkp",unknown_state
மணிநீ எந்த படமும் இனி ஓட்ட முடியாது(உனக்கு சங்கு ஊதி பல வருடங்கள் ஆகிவிட்டது ) நீயும் உன் குடும்பமும் வீட்டில் உட்கார்ந்து பார்கவேண்டியதுதான்???????,Negative
பெண்ணை பெற்ற  அக்கா தங்கை என பாசத்தோடும் நேசத்தோடும் வாழ்ந்து வரும் அனைத்து குடும்பத்தினர்களின் சார்பாக என் குடும்பத்தோடு இந்த திரைப்படம் பார்க்க செல்வேன். பார்க்க வைப்பேன்..,Mixed_feelings
96 feeling yaruku vanthuchu oru like podungq,unknown_state
A MANI RATNAM FLIM...idhu kaga tha ivlo naal wait pannunom...,unknown_state
"Kola gaandula iruken, Mavane kollama vidamaten antha 39K dislike panninavangala.",Negative
Saathi veri pudicha poonda mavanungalaa poi saavunga daa.......,Negative
"Hindi dubbed full hd upload karo, sanghathamijhan",unknown_state
Nerkonda paarvai vijay version  parunka my chanale,Positive
Sk fans from Karnataka State 🤩🥰🤩,Positive
தீரன் சின்னமலை ஆசியுடன் நல்லதொரு வெற்றி படமாக அமையும்,Positive
நாடக காதல் நடத்தி வரும் இடத்தில் சரியான செருப்படி   கொடுக்கும் திரைப்படம் இது,Positive
Un Kooda Irukuradhu Sandhosamnguratha Vida Ni Thaan En Santhosam...  Yaarukku Intha Dialogue Pudichi Erukku,Mixed_feelings
Kgf part 2 trailer da idu,unknown_state
Trailer yangaluku  pedichirundha mattum like podugaa,Positive
"Ennvo po.  nadigar athanala nalla padangalukkum , nalla nadigarkalukkum vaippu kodungal makkaley  makkaley .",Negative
நந்த குல யாதவர்களின் சார்பாக படம் வெற்றியடைய எனது வாழ்த்துக்கள்,Positive
Yapdi Dan urundu parandhu yaduthalum .. andha level Ku Ila paa!! Trailer ah soldran,Negative
Thalaivaaaaa u realy great marana waiting plz come soon ..vayasanalum vunnodaiya stylum azhagum vunna vittu pogala,Positive
wow semma  marrana bayum unndaakum oru  nimisamum oru  nodigalum  sedhikiya ajith sir   semma fever vivegam superb thriller,Positive
namma kitta iruthu padipa mattu yeduka mudiyathu chidambaram,Positive
All Thala die hard fans hit like here,Positive
so cool lA lA lA lA laaaaa La La La La Laaaaa,unknown_state
athu yaar koodapa fight rakul kooda vah,Mixed_feelings
Dai ammaikkala pothiddu irungada thalapathy mass poi antha old man da paddatha parungada naakkiya,Negative
தென்னிந்திய செங்குந்த மகாசபை சார்பாகசெங்குந்த முதலியார் சார்பாக இத்திரைப்படம் வெற்றிப்பெற வாழ்த்துக்கள்,Positive
"enna da amai kutum karuguthu,enna da bhairava teaser release airuchu,inno Ajithi padum update aa kono...",unknown_state
neraya neraya neraya neraya neraya neraya,Positive
Thalaaa 🤩🤩🤩🤩🤩🤩🤩vera level miss u thala,Positive
இப்பிடியே அடுத்தடுத்து படம் எடுங்க. சமூகத்தின் மறைக்கப்பட்ட மறு பக்கம்....,unknown_state
"Ultimate unnaku yaravathu palaya friend irukagala ,,nambatha",unknown_state
Jayam ravi potta ghevidiya payan avan kamal rasigar,Negative
என்னாடா இது பஸ்ட் பட்டுக்கு செக்கண்டுபட்டுக்கு சமந்தமே இல்லா இருக்கு ட்ரெய்லர்,Negative
Evanda antha moonu peru dislike pannuthu..... Kirukanungaal...  Super story...,Mixed_feelings
Thalaivarukku nejamavey vayasaagiduchu... sivaji than thalaivaroda peak!,Positive
Trailer  time melle patha angali pangaligala like podunge,Positive
NYK ta irunthu concept sututhanahu dai...ha ha ha,unknown_state
Maranakaaa kaaatu kattitanga ajith fans pongal release avumada kusuvasaa,Negative
Ilayaraja music + Myskin screen play ommala....,Negative
Jayam Ravi Oru Arumeyane Nadikar...  But y underrate,Mixed_feelings
Thalapathy Fans Yarlam Bigil Teaser Pathutu Inga Chumma Vandhavangala Like Ah Thatti Vidunga,unknown_state
oodumbule THALA thanda main .....mutta passungala..,Negative
"Remake veara level Thala, U1, H.V",Positive
2.0 waiting veriyans like  here,Negative
மயிலாடுதுறை வன்னியர் சங்கம் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்.......சத்திரியண்டா,Positive
Potta vijay Thevadiya paiya ava amma and ava fans amma ellam item tha Thevadiyanga pasangala Ungamma koothingala kilichiduvan by surya anna big Rasigai,Negative
இந்த ட்ரெய்லருக்கே நாடகக்காதல் கும்பல் பும்பி தள்ளுது ஒவ்வொரு சமூகமும் விழித்தெழ வேண்டும். .நாத்தாரித்தனம் செய்து நாட்டையே கெடுத்துக்கொண்டிருக்கும்.அந்த கும்பலை ஒவ்வொருவரும் அடையாளம் கண்டு ஒதுக்கும் காலம் விரைவில் வரும் .துரௌபதை பின் அணிவகுப்போம்.அப்பன்பேர் என்ன என தெரியாத நாய்கள் கவ்ரவத்தை விரும்புவதில்லை .நமக்கு குடும்ப கவ்ரவம் குல கவ்ரவம் முக்கியம்.வென்றெடுப்போம் தன்மானத்தை.,unknown_state
I like Trailer 100 views 2.1M Likes,Positive
BGM Theri appo Sarkar Ku,Mixed_feelings
Kearala suriya fans like here,unknown_state
Intha trailara Vida bigil trailar marana maasssa irukkum. I'm waiting to bigil trailer,Negative
"Daiii rajini sollathaa visyatha potrukinga ,,,vekkama illla ungaluku thuuuuuu***********",Negative
Romba nerama views hang ayi apdiye 467k laye iruku... Seekiram million views vandhrum Pola,Positive
Kutti moonji vivek and ayaz,Positive
ootha..sema trailer..intha mathiri padam eppa da varumnu irukukom...mohan bro...neega sema...kandipa ellaru family yoda poi paapom.oru ponnada annana soldren itha padam kandipa ella samugatha sertha pengalum parkanum,Mixed_feelings
"Iam Chittti Reloded version 2.O sema Massssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sssssssssssssssssssss Vera leval",Positive
"namma aaitsi varumilla thambi , varum , paaru . i witing for the king surya",Positive
Intha songa vidunga jimikki kammal parunga   Intha songa vida athuku than athiga views...,Positive
"அமோக வெற்றிஅடைய வாழ்த்துக்கள் 🤝 அருமையான கருத்து , நாடக காதல் விஷக்கிருமிகளை வேரோடு அழிக்கும் இந்த படம்",Mixed_feelings
#Lyca unna nenacha pavama iruku ya,Mixed_feelings
pangaaligala intha vegam paththaathu innum vegama likes ah therika vidunka,Positive
திருவண்ணாமலை மாவட்டம் ஆரணி வட்டம் அனைத்து வன்னியர்கள் மற்றும் வன்னிய கவுண்டர்கள் சார்பாக வாழ்த்துகள் அண்ணா,Positive
1:55 sema thala super ah sonninga,Positive
petta parakkkkk ...... its going to be thalaivar mass .....,Positive
Ippadi  neraiya neraiya neraiya neraiya ....,Positive
Dislike panna yellarum  david pasanga thaanu solravanga mattum inga like pannunga,Negative
நல்ல வெல இத பாக நம்ப அம்மா இலயே,Positive
Jiva na kuda unna ennomo periya veeran nenaichen enna da posukunu poita kadaisiya eppa hit padam kudutha napaham iruka,Positive
Soon 1M Likes  Before Movie Release Kandippa Vantudum,Positive
bairavaa theme semma masssssssssss.varlam va bairavaa,Positive
Thachi polambama poi thungunga illa thukula thongunga baduskuuu,Negative
mokkai teaser China phone pola sound tha adigam varuthu vijay anna ku...same style from vettaikaran movie ..different ta edachum pannu vijay sir.. konjam nadinga vijay bro,Negative
Thalaivan vjs enga inga paravalla paravalla,unknown_state
வீர சைவ வெள்ளாளர் சார்பாக எமது முழு ஆதரவும் இத்திரைப்படத்திற்கு உண்டு,Positive
"இந்த படத்தின் நாயகன் ரிச்சர்ட் ரிசி, நடிகர் தல அஜித்தின் மச்சான்.இப் படம் வெற்றி பெற தல ரசிகர்கள் சார்பாக வாழ்த்துக்கள்.",Positive
Vera level daa selvaaaa u geniusss,Positive
19m views in just 4 hours,Positive
Pongal ku varuthu PETTA  on that day podura VETTA,Positive
Ennada teaser ithu onnu puriyala,Negative
Podu Naakehh🤣Vikram speak Malay.. Mass,Positive
பயமா எங்களுக்கா படத்தோட வெளியிடு தேதி மட்டும் செல்லு தல நான் படத்தை என்னுடை சொந்த செலவுல எங்க ஊர் மக்களுக்காக நான் டிக்கெட் எடுக்குறேன்........,unknown_state
Podungadaa namma thalapathi ke like     Namma THALAIYVAR   daaaa,unknown_state
Activated scenes semmaya iruku thalaaaa daaaaa,Positive
Yuvan bgm ... Ajith sir just rocked....,Positive
Vijay Sethupathi vs STR vs Aravind Swami vs Arun Vijay,Mixed_feelings
Thala version ah pathathu ilaye.......ini papengaa,Positive
Varum par..... #Nadipin Nayagan on fair 🤩,unknown_state
Paahhhhhhhhhhhhhh. Semmaaaaaaa . Superrrrrrrrrrr wat aaaa graphicssssssssss,Positive
hoooo wowwwwwwwwwww  varalaam vaa bairavaa.......................,Positive
Vera level Shankar sir keep rocking,Positive
"11 k சிறுத்தை குட்டிகள் மற்றும் ரஞ்சித்&கோ  இருக்கானுக ,",Positive
Thalabathy rasikanda...         Hai இன்டைக்கு நிரைய பேர்ட்ட இல்லாத கெட்டபலக்கம் ஏங்கிட்ட இருக்குது...         Vlayadalama..........,Mixed_feelings
வன்னிய குல க்ஷத்திரியர் (அக்னி குல க்ஷத்திரியர்) மக்கள் குடும்பத்தில் உள்ள வெவ்வேறு பட்டம் கொண்ட வன்னியர்கள்  * வன்னிய கவுண்டர் * வன்னிய படையாட்சி * வன்னிய நாயகர் * வன்னிய வாண்டையார் * வன்னிய நயினார் * வன்னிய சம்புவராயர் * வன்னிய சோழகனார் * வன்னிய பல்லவராயர்கள் * வன்னிய காடவராயர் * வன்னிய திகளர் * வன்னிய உடையார் * வன்னிய முதலியார் * வன்னிய ரெட்டி * வன்னிய சீர்மரபினர் * வன்னிய கண்டர் * வன்னிய தேவர் * வன்னிய கச்சிராயர்கள் உள்ள அனைத்து குடும்பங்களின் சார்பாக படம் வெற்றி அடைய வாழ்த்துக்கள்,Positive
GVP Acting Bathila Music podalam ...athula tha avaru MASS..Ippidi nenaikuravanga like podunga..,Positive
Gommaale haters appidiye vandhu Mandi pottu oombungadaaw thevudiya pasangalaa...,Negative
"Sema Vera Level Ah irukku so SuryA Sir Fans Kku Periya Virundha Indha Padam Amaya En Vaazthukkal,",Positive
No#1 trending vara varaikum vidama paruga....,Positive
காஞ்சி வாழும் வன்னியர்கள் மற்றும் உலகெங்கும் வாழும் வன்னியர்கள் சார்பாக  1000 கோடி வாழ்த்துகள்... நான் 5 வருடமாக படம் பார்ப்பது இல்லை  ஆனால் இந்த படம் குடும்பத்துடன் பார்ப்போம்.  கடலை அல்ல முடியாது வன்னியன வெல்ல முடியாது.,Mixed_feelings
Semma PA.. But ennaku Indha costume LA pakkum bodhu.. POWER RANGER THAN NAYABAGAM VARUDHU,Positive
Heros அ மட்டும் பார்த்துட்டு வெறி ஆவாதீங்கடா.. ஒக்காலி bgm தெறிக்குது dawww ARR DAWW 1:02  நீ வந்து சென்றனை...  பூமி பூமி சுத்தும் சத்தம் ஆழி ஆழி கத்தும் சத்தம் மனிதன் மனிதன் யுத்தச்சத்தம் இதில் எங்கே கேட்கும் குயிலின் சத்தம்..,unknown_state
Vera level i love u thalaivaa,Negative
Thangalin natpu win panna enathu vazthukal,Positive
Over build-up kadasila vivegam puli mathri ayida pogudhu,Mixed_feelings
yarkellam thumbnail pakumpothu jayalalitha amma nhapaham vanthuchi🥰,Positive
Beethoven music use pannum Ilayaraja aanmaiyattra seyal,Mixed_feelings
Hip hop athi Anna fans Ellarum like podunga,unknown_state
Final Naa Arasiyal ku Varuven Touch vera level 🤣🤣🤣,Positive
Yar kavin post pathu vanthinga like here!,unknown_state
"Inaiku yarukitayum illadha oru ketta palakam enkitta irukudhu,,.... varlam varlam vaa BAIRAVAAAAAAAA",Positive
இன்றய காலகட்டத்தில் ஒவ்வொருவரும் ஜாதிவேறுபாடு பார்க்காமல் அனைவருடனும் பேசி நண்பர்களாக இருக்கிறார்கள். அப்படியிருக்க ஒருவர் பரியேறும் பெருமாள் நல்ல படம் என அனைத்து நண்பர்களுடனும் கூறி மகிழ முடியாது. ஏனென்றால் அந்த படத்தினால் ஒரு சில நண்பர்கள் காயப்பட்டிருப்பார்கள். அதேபோல திரௌபதி படமும் இருக்கும் எனவே தமிழர்களாகிய நாம் அனைவரும் பிற ஜாதியை தாழ்த்தியும் தன் ஜாதியை உயர்த்தியும் வரும் படங்களை வெறுப்பதே சிறந்தது,unknown_state
Padippa mattum yaaralayum eduthuka mudiyaathu ........ Yappaaaaa,Positive
சூர்யாவின் வித்தியாசமான தோற்றம். யுவனின் மிரட்டலான Bgm's..கண்டிப்பா படத்த பார்த்தே ஆகனும்..,Positive
Tsk teaser-631k likes NGK teaser-548k likes  Kaappaan teaser-431k likes  Surya fans enna pandringa  Poga poga Surya teaser likes,unknown_state
10 times ku mela pathavanga like ah podunga,Positive
anirudh has done a good job!!!,Positive
Adiiii super ma 🤩 happie dewali,Positive
is it manivannan in 0:26 ???,Positive
Just 200k like Reach on 1m like..  Vitraathinga Like ah pottu Therika vidunga By Thala Veriyans,Positive
kaithi trailer vera level bigil ku sangu than pola,unknown_state
Which language tamil telegu Malayalam or kannada,Positive
"1NDIAN பாதுகாப்பு அமைப்பை மிகவும் மோசமாக சித்தரித்த இந்த படத்திற்கான பாதை, மிகவும் மோசமானது எங்கள் அமைப்பு ஒரு சில காட்சிகள்,உங்களுக்கு அதிர்ஷ்டம் இல்லை என்று நினைக்கிறேன்.திரு மோகன்லால் அவர் மிகவும் புத்திசாலித்தனமான நடிகர்.ஆனால் சில................",Mixed_feelings
You like natpe thunai like and message murruku comment,unknown_state
Anbe Anbe Song mela Enakku avalo paithyam pudichirikku,unknown_state
Thamizhanmar allelum kidilam aanu....ithupole Ulla aarum kai vaykkaatha subjects okke...,Positive
Treat gonna be to HIP HOP luvers......lub u lotzzzzz ADHI,Positive
Last Dialogue : Oruthan mela viswasam kaatradhukku inorthavanai yen asingam padithirenga :) :),Positive
Sheer Mass Thalaivaa  Nadippin Nayagan Suriya anna,Positive
Ennada Siva and team edutha movie maari iruku..,Mixed_feelings
petta trailer vara level makal selvan vijay sethupathi fans and thalaivar fans hits like,Positive
Ayan Surya is back. I am dhanush fan but i like surya look,Positive
Bigil satham ketta ella kaithiyum amaithithan,Negative
Thaaa pahaaaa... Ithu tha da trailer........ Thala pola varuma....,Positive
Marana mass pa trailer eppo movie release pannuvinga sikirama release pannungaaaaaaaa,Positive
old Suryan Movie + Indian Political Scenario = Kaappaan ??,unknown_state
Tun tun aunty..? nenga  laddu seiratha vitutu padam nadikka vanthutingala?🤔,Positive
Thalapathy fans inga like podunga papom evlo per vanthurukinga ....... Am thala blood,Positive
BOOKED TICKETS... THURSDAY EVENING SHOW,Positive
IM DISSAPOINTED ONGALUKU EPDINU THERIYALA BUT ENNAKU SATISFY AGALA,Negative
"இவ்வளவு வரவேற்பு இருக்குனா , எவ்வளவு பாதிப்பு இருந்திருக்கனும்..",unknown_state
Jeyam Ravi thanaku Thane aapai sorugikittar.thalaivara kalaikra alawuku periya aala aagitar pola.pudungi ravi,Negative
இளையராஜா தன்னோட இசையை பயன்படுத்தியதற்கு 96 பட இசை இயக்குனர கொச்சை படுத்துனார். ஆனா இப்ப Beethoven Composition அ BGM போட்டுள்ளார். இது எந்த வகையில் நியாயம்,Mixed_feelings
Suriya anna marana fan from Mumbai,Positive
முதலியார் சமூகம் சார்பாக வெள்ளி விழா காண வாழ்த்துக்கள்,Positive
Psycho character ah pakka paster John Jebastin mari irukan,Mixed_feelings
"En commentukku like edhirpaakadha oru Suriya veriyan Naan oru Suriya veriyanunu indha ulagathukku theriyanum, adhulku dhaan comment pannan Enna maadhiri yaaravadhu irukkeergalaa?!?",unknown_state
I am not understand kappan movie story,Negative
உங்கள் மண தையரித்திற்கும் ஒரு வீர வணக்கம். உண்மைய சொன்னா சில இடஞ்சல்கள் வரும் . அதை பற்றி கவலை படமால் இதை போல கிருஸ்த்துவ மிஷனரிகள் செய்யும் அயோக்கிய தனத்தை உலகிற்கு வெளிக்காட்டவும்,Mixed_feelings
Vera level. Sirichalum morachalum meesaya murukku thalaiva,Positive
"நாடகக் காதல்.....  குடும்பத்தோட பொண்ணு வீட்டுக்கு போய், வசதி வாய்ப்பை பார்த்து எவ்ளோ பணம் தேறும்,  நகை தேரும்,  சொத்து  பத்து தேறும்னு கணக்கு போட்டு கல்யானம் பண்ணி, ரெண்டு நாளோ மூனு நாளோ பார்த்தவன்/வ கூட அன்னிக்கி நைட்டே படுக்கறதுக்கு  பேரு தான் நாடகக் காதல்.",Mixed_feelings
"Ayyo,🤗🤗🤗🤗🤗 eppo vara poguthu konjam quick ah sollungaiyya thalaiva iam waiting for 2.0",Positive
0.29 இந்த டயலாக்க கேட்டவங்க சூப்பரா இருந்தா லைக் போடுங்க,unknown_state
I want biryani  biryani lover,Positive
i am captain fans but .paaa sema gethu ah iruku ajith sir,Positive
BGM Ku oru like poduga,Positive
varlam varlam vaa varlam vaa 10 million views,Positive
But lawyer did not suit ajith,Mixed_feelings
கண்டிப்பா படத்தை முதல் நாள் முதல் காட்சியில் பார்ப்பேன்...,Positive
Semme thalaivaaaaaaaa...surya annau1 bgm superbbb paa...selvaraghavan padamna chummava,Positive
தோல்வியெனும் படிக்கட்டு  உச்சம் ஏறி கொடி கட்டு,Positive
rajini vera level vjs neenga ella nalla vazhanum,Positive
Dai Siva Vera yethavathum panniraathinga da paathu,Mixed_feelings
சாதிகள் உள்ளதடி பாப்பா! - குலத் தாழ்ச்சி உயர்ச்சி சொல்லல் பாவம்...  Vera level bro...,Positive
"Ada pavingala all asking Vani , rithika but hero yarum kekala",Positive
"ayan, mattran, now kappan.  kv anand Nalla iyakkunar",Positive
"1:30hr 85k+ likes..... but views hanged in 20,192 views....... Thalaivaa..... Ur Great.......",Positive
பைசா நோட்ட உத்துபார்த்தா காந்தியதான் காணும் பாடல் யாருக்கெல்லாம் பிடிக்கும்......,unknown_state
Vijay fans la inda trailer hollywood level ku illa nu soldranga apo hollywood range ku irruku nu poramai la tane ipdi pesuringa,Mixed_feelings
Ena Da sollama kolama teaser la release panniruga Any way super teaser,Mixed_feelings
Lalettan & surya fans like addi,unknown_state
Sarkar Vida milion Times semma,Positive
தவறை சுட்டிக் காட்டும் அனைத்துப் படங்களும் வரவேற்க வேண்டியவை. இதுவும்..,Positive
எங்கள் நாடார் சமுதாய மக்கள் சார்பில் படம் வெற்றி பெற வாழ்த்துக்கள்,Positive
Thalaivaa ne vaaa 20th we are waiting,unknown_state
Kola kuthu marana mass thailavaaaa Vera level mass,Positive
10 million for nadippiyan nayagan waiting from telangana,Positive
walking style looks very well. i like it.,Positive
Sethu sir eppadi padam panna aalu ippadi vanthu yulutingala..,Negative
Lalettan and Surya fans like here,unknown_state
unmaiyana love ah yarum ethirkkamattanga......penkalai nadagamaadi kadhal seithal yaraum vitamatanga,Positive
G O D  F A T H E R,Mixed_feelings
Rajni sir trending neenga late sir,Positive
Enna da trailer ithu comadey panna vera neeram kadaikalayaa,Positive
Therinja yethiriya vida theriyatha yethirikutha allu adhigama irukanum Like therikanum Inniku neraya perta illatha records namma kittatha irukanum Vasul MANNAN Thanga Thalapathi,unknown_state
Annan na uyiru kodukkum rasikan than da,unknown_state
Kola gaandu la irukaen padam paaka,Positive
சேலம் மாவட்டம் ஓமலூர் வட்டம் மூங்கில்படி கிராமம் சேனைகவுண்டனூர் வீர சத்ரியன் சார்பாக வீர வன்னியன் சார்பாக இப்படம் வெற்றிபெற வாழ்த்துக்கள் நன்றி,Positive
From ntr fan Andhra......NGK different movie...jai..surya. Anna... Pkka block buster hit ..avutundi movie,Positive
Shakti maaaaaan. sankarji vazhangum Sakthi man 2.0. . Ondru Hollywood tharathukku meala illa atharku nikaraanatha irukanum.,Mixed_feelings
இது 96 போல அடுத்த கட்டத்திற்கு நம்மை இட்டுச்செல்லும் என்பது உறுதி....,Positive
bro pongalukunu solitu 10th relese pannuranga but pongal vanthu15th,Positive
ada pundegale unnu mada intha peee pundai padathle yadkerenga. ada tuuuu,Negative
தீரன் சின்னமலை கவுண்டர் பேரவை சார்பாக திரைப்படம் வெற்றியடைய வாழ்த்துக்கள்,Positive
வரப்போகும் படம் இன்றய தலைமுறைகளுக்கு சரியான படம் good movi,Positive
inaikulla 6 millian viws varuma ???,unknown_state
Yaarellam padam paatha aprom trailer paakura,Positive
Thalapathy vijay and sivakarthikeyan fan from Karnataka,Positive
Romba varusam kalichi..ajith anna..nalla padathula nadikiraru ..good luck,Positive
Thalaivaa verra level marana mass trailer,Mixed_feelings
Paaaaaa.. .. Trailer semmaya iruku.. . Semma entertainer filmI am waiting,Positive
#kaappan  வெற்றி பெற வாழ்த்துக்கள் surya fans,Positive
Enn@ Kodum@y Sir Ethu . . .,Positive
Nadigara yavalo venumnalum rasikalam thalaivana illa. Makkal itha purinjikanum. All the best,Positive
Dei என்ன டா பன்னி vachurukinga சூர்யா வ,Mixed_feelings
Suyama Sindhikka Therinjavandhaan  Super Hero,Positive
வக்கில் ரஜினிகாந்த முதல்ல போடனும் படத்தின் கரு,unknown_state
Vasool Raja yaru Peru kelkamale theriyum...Aamada...Enga Anna Vijay tha....Vasool Mannan...Theri Baby,Positive
"Vijay Anna Ve mass than, ithula Vijay Anna padam nu vainthuta mass hit than",Positive
Thala mass.innum neraya neraya dilouge mass....,Positive
Last la Malaysian language ningge romba naal wait pannano enna kandupudike semma,Positive
Unga nalla manasuku epayum vettri than THALA ungaluku. phinix  bird thala nenga vizhamattinga,Negative
Marana waiting SINGAM SURIYA in kaappaan movie,Positive
"Vayasu analum un alagum un stylum innum pola,  thalaivar",Positive
வடக்கு கிழக்கு மாவட்டத்தின் முதல் மாஸ் படம்,Positive
Tenkasi Kammalar charupaga Intha Movie Vetri Pera Valthukal,Positive
What did you say Mrs.Meera Krishanana Ippudi neryea Neryea Neryea...,Positive
Pink.... Tapsee panu and Big B,Positive
Wathalaka hollywood range la iruku trailer,Positive
Unmaiya thala fana irrutha like poduga,Positive
"Ippa paathalum maasa thaan iruku vivegam trailer """,Positive
Petta k but visuvasam trailer is  still not release,Mixed_feelings
இயக்குனர் அவர்களுக்கு நன்றி!!! என் நண்பனின் ( நண்பன் )  ஒருவன் காலேஜ் படிக்கும் போது இப்படி தான் ஒரு பொருளாதார வளர்ச்சி பெற்ற குடும்ப பெண்ணை ( காதல் ) என்று சொல்லி திருமணம் செய்து கொண்டான்..... இந்த மாதிரி யான நிகழ்வு ஒவ்வொருவரின் வாழ்க்கையிலும் அனுபவமாக இருக்கும் ( ஆதங்கமாக ) என்று நினைக்கிறேன்,Mixed_feelings
Yaarellam Kekka Bekka Short Film Pathu Irukinga!!!,unknown_state
ivara pathta death vadi madiri irukku,Negative
Idhu eandha filmoda copy nu theriyalaye,Positive
மத்திய மற்றும் தென்நாட்டு முத்தரையர்கள் சார்பாக படக்குழுவினருக்கு வாழ்த்துக்கள்,Positive
loosu punda mari irukda   ajithu punda     siva,Negative
